long_ma,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8
24,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949,5949
25,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731,5731
26,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757
27,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079
28,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013,5013
29,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016
30,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015,5015
31,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016,5016
32,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954,4954
33,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978,4978
34,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018
35,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544,4544
36,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018,5018
37,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608
38,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773
39,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773
40,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546,5546
41,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480,5480
42,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385,5385
43,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613
44,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583
45,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552
46,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583,5583
47,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651,5651
48,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409,5409
49,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361,5361
50,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703
