long_ma,z_threshold,squid_profit_day_minus2,squid_profit_day_minus1,squid_profit_day_0,total_squid_profit,total_profit
6,2.5,0,0,0,0,24577
6,2.7,0,0,0,0,24577
6,2.9,0,0,0,0,24577
7,1.2,0,-13135,-12372,-25507,11442
6,2.8,0,0,0,0,24577
7,1.3,0,-5303,-3374,-8677,19274
7,1.5,0,0,0,0,24577
6,3.0,0,0,0,0,24577
7,1.4,0,-622,1322,700,23955
7,1.0,0,-42528,-39901,-82429,-17951
7,1.1,0,-30723,-24808,-55531,-6146
7,1.7,0,0,0,0,24577
7,1.6,0,0,0,0,24577
7,1.8,0,0,0,0,24577
7,1.9,0,0,0,0,24577
7,2.3,0,0,0,0,24577
7,2.1,0,0,0,0,24577
7,2.6,0,0,0,0,24577
7,2.4,0,0,0,0,24577
7,2.0,0,0,0,0,24577
7,2.2,0,0,0,0,24577
7,2.5,0,0,0,0,24577
7,2.7,0,0,0,0,24577
7,2.8,0,0,0,0,24577
7,2.9,0,0,0,0,24577
7,3.0,0,0,0,0,24577
8,1.2,0,-21927,-21150,-43077,2650
8,1.3,0,-14723,-5514,-20237,9854
8,1.1,0,-37502,-34929,-72431,-12925
8,1.4,0,-7563,209,-7354,17014
8,1.6,0,-336,1323,987,24241
8,1.5,0,-1558,1179,-379,23019
8,1.7,0,0,0,0,24577
8,1.0,0,-52418,-48146,-100564,-27841
8,1.8,0,0,0,0,24577
8,2.0,0,0,0,0,24577
8,1.9,0,0,0,0,24577
8,2.1,0,0,0,0,24577
8,2.2,0,0,0,0,24577
8,2.3,0,0,0,0,24577
8,2.4,0,0,0,0,24577
8,2.6,0,0,0,0,24577
8,2.5,0,0,0,0,24577
8,2.9,0,0,0,0,24577
8,2.7,0,0,0,0,24577
8,2.8,0,0,0,0,24577
8,3.0,0,0,0,0,24577
9,1.0,0,-56755,-52078,-108833,-32178
9,1.1,0,-40383,-38400,-78783,-15806
9,1.2,0,-32299,-24016,-56315,-7722
9,1.5,0,-9047,1426,-7621,15530
9,1.7,0,-517,160,-357,24060
9,1.4,0,-12364,-4314,-16678,12213
9,1.3,0,-18750,-15445,-34195,5827
9,1.9,0,0,0,0,24577
9,1.6,0,-3887,694,-3193,20690
9,2.1,0,0,0,0,24577
9,2.0,0,0,0,0,24577
9,1.8,0,0,0,0,24577
9,2.2,0,0,0,0,24577
9,2.4,0,0,0,0,24577
9,2.5,0,0,0,0,24577
9,2.3,0,0,0,0,24577
9,2.7,0,0,0,0,24577
9,2.6,0,0,0,0,24577
9,2.9,0,0,0,0,24577
9,2.8,0,0,0,0,24577
9,3.0,0,0,0,0,24577
10,1.1,0,-45752,-41997,-87749,-21175
10,1.2,0,-31023,-31625,-62648,-6446
10,1.0,0,-59439,-53617,-113056,-34862
10,1.5,0,-10941,-3739,-14680,13636
10,1.7,0,-627,1591,964,23950
10,1.4,0,-14894,-10080,-24974,9683
10,1.3,0,-20290,-21047,-41337,4287
10,1.9,0,-75,1725,1650,24502
10,1.6,0,-5439,2993,-2446,19138
10,1.8,0,-74,190,116,24503
10,2.3,0,0,0,0,24577
10,2.1,0,0,0,0,24577
10,2.2,0,0,0,0,24577
10,2.0,0,0,0,0,24577
10,2.4,0,0,0,0,24577
10,2.5,0,0,0,0,24577
10,2.7,0,0,0,0,24577
10,2.9,0,0,0,0,24577
10,2.6,0,0,0,0,24577
10,2.8,0,0,0,0,24577
10,3.0,0,0,0,0,24577
11,1.0,0,-64939,-55669,-120608,-40362
11,1.3,0,-24627,-23539,-48166,-50
11,1.5,0,-14231,-9419,-23650,10346
11,1.1,0,-52554,-45324,-97878,-27977
11,1.2,0,-37284,-32316,-69600,-12707
11,1.4,0,-15751,-14384,-30135,8826
11,1.6,0,-10147,-1758,-11905,14430
11,2.1,0,0,0,0,24577
11,1.7,0,-5268,1223,-4045,19309
11,2.0,0,-81,1863,1782,24496
11,1.8,0,4642,1726,6368,29219
11,1.9,0,533,1065,1598,25110
11,2.2,0,0,0,0,24577
11,2.3,0,0,0,0,24577
11,2.4,0,0,0,0,24577
11,2.6,0,0,0,0,24577
11,2.5,0,0,0,0,24577
11,2.7,0,0,0,0,24577
11,2.8,0,0,0,0,24577
11,2.9,0,0,0,0,24577
11,3.0,0,0,0,0,24577
12,1.1,0,-56081,-47392,-103473,-31504
12,1.3,0,-25025,-28021,-53046,-448
12,1.2,0,-39430,-36277,-75707,-14853
12,1.0,0,-70338,-58632,-128970,-45761
12,1.4,0,-20283,-15492,-35775,4294
12,1.5,0,-14972,-9940,-24912,9605
12,1.8,0,270,1396,1666,24847
12,1.7,0,-8453,-2705,-11158,16124
12,1.6,0,-13046,-3797,-16843,11531
12,1.9,0,4245,1453,5698,28822
12,2.1,0,-81,1932,1851,24496
12,2.0,0,-177,1161,984,24400
12,2.2,0,0,0,0,24577
12,2.4,0,0,0,0,24577
12,2.3,0,0,0,0,24577
12,2.5,0,0,0,0,24577
12,2.7,0,0,0,0,24577
12,2.6,0,0,0,0,24577
12,2.8,0,0,0,0,24577
12,3.0,0,0,0,0,24577
12,2.9,0,0,0,0,24577
13,1.2,0,-41183,-40902,-82085,-16606
13,1.3,0,-30866,-29973,-60839,-6289
13,1.0,0,-66356,-59274,-125630,-41779
13,1.1,0,-56198,-48595,-104793,-31621
13,1.4,0,-19413,-19600,-39013,5164
13,1.5,0,-14416,-14167,-28583,10161
13,1.6,0,-11552,-8681,-20233,13025
13,1.7,0,-8832,538,-8294,15745
13,1.9,0,4926,3096,8022,29503
13,2.1,0,-864,3058,2194,23713
13,1.8,0,-8011,-3777,-11788,16566
13,2.0,0,8455,1873,10328,33032
13,2.2,0,386,2139,2525,24963
13,2.6,0,0,0,0,24577
13,2.3,0,0,0,0,24577
13,2.7,0,0,0,0,24577
13,2.8,0,0,0,0,24577
13,2.4,0,0,0,0,24577
13,2.5,0,0,0,0,24577
13,2.9,0,0,0,0,24577
13,3.0,0,0,0,0,24577
14,1.2,0,-43980,-40999,-84979,-19403
14,1.1,0,-59221,-50058,-109279,-34644
14,1.0,0,-71171,-58500,-129671,-46594
14,1.5,0,-17934,-13641,-31575,6643
14,1.3,0,-32745,-30089,-62834,-8168
14,1.6,0,-15649,-9001,-24650,8928
14,1.4,0,-21148,-21317,-42465,3429
14,1.9,0,-3347,-4467,-7814,21230
14,1.7,0,-9419,-1859,-11278,15158
14,1.8,0,-6893,-2482,-9375,17684
14,2.1,0,2139,2301,4440,26716
14,2.0,0,7497,1352,8849,32074
14,2.2,0,-864,3247,2383,23713
14,2.4,0,0,0,0,24577
14,2.3,0,386,2277,2663,24963
14,2.5,0,0,0,0,24577
14,2.7,0,0,0,0,24577
14,2.6,0,0,0,0,24577
14,2.8,0,0,0,0,24577
14,2.9,0,0,0,0,24577
14,3.0,0,0,0,0,24577
15,1.1,0,-57917,-52261,-110178,-33340
15,1.2,0,-45832,-43553,-89385,-21255
15,1.0,0,-71683,-57218,-128901,-47106
15,1.3,0,-34225,-31078,-65303,-9648
15,1.4,0,-22947,-23158,-46105,1630
15,1.5,0,-17891,-14701,-32592,6686
15,1.6,0,-15706,-8075,-23781,8871
15,2.0,0,-1491,-2043,-3534,23086
15,2.1,0,8157,3960,12117,32734
15,1.8,0,-6984,-3198,-10182,17593
15,1.7,0,-11844,-5658,-17502,12733
15,2.2,0,-864,3746,2882,23713
15,2.4,0,386,2415,2801,24963
15,1.9,0,-3806,-2069,-5875,20771
15,2.3,0,-864,2415,1551,23713
15,2.5,0,0,0,0,24577
15,2.6,0,0,0,0,24577
15,2.7,0,0,0,0,24577
15,2.9,0,0,0,0,24577
15,2.8,0,0,0,0,24577
15,3.0,0,0,0,0,24577
16,1.0,0,-72304,-63128,-135432,-47727
16,1.4,0,-22200,-22352,-44552,2377
16,1.1,0,-59917,-52185,-112102,-35340
16,1.2,0,-49167,-43741,-92908,-24590
16,1.6,0,-14334,-9490,-23824,10243
16,1.3,0,-32706,-31859,-64565,-8129
16,1.5,0,-17953,-15685,-33638,6624
16,1.7,0,-11965,-3922,-15887,12612
16,1.8,0,-8337,-2971,-11308,16240
16,2.0,0,-2933,-3959,-6892,21644
16,1.9,0,-3222,-666,-3888,21355
16,2.1,0,4899,1979,6878,29476
16,2.2,0,4754,4118,8872,29331
16,2.5,0,386,2691,3077,24963
16,2.6,0,0,0,0,24577
16,2.9,0,0,0,0,24577
16,2.4,0,341,2691,3032,24918
16,2.8,0,0,0,0,24577
16,2.3,0,-864,4836,3972,23713
16,2.7,0,0,0,0,24577
16,3.0,0,0,0,0,24577
17,1.0,0,-71742,-61125,-132867,-47165
17,1.2,0,-46772,-42469,-89241,-22195
17,1.1,0,-57264,-52505,-109769,-32687
17,1.7,0,-9363,-5088,-14451,15214
17,1.5,0,-18848,-17399,-36247,5729
17,1.8,0,-4572,-3919,-8491,20005
17,1.3,0,-33744,-33561,-67305,-9167
17,1.6,0,-14191,-9417,-23608,10386
17,1.9,0,-3254,-1275,-4529,21323
17,2.0,0,-2910,-889,-3799,21667
17,1.4,0,-23873,-24563,-48436,704
17,2.1,0,2649,830,3479,27226
17,2.4,0,521,4344,4865,25098
17,2.3,0,-715,3730,3015,23862
17,2.2,0,4750,4768,9518,29327
17,2.6,0,1631,3514,5145,26208
17,2.7,0,0,0,0,24577
17,2.5,0,1586,3514,5100,26163
17,2.9,0,0,0,0,24577
17,2.8,0,0,0,0,24577
17,3.0,0,0,0,0,24577
18,1.0,0,-69425,-62953,-132378,-44848
18,1.1,0,-56918,-52380,-109298,-32341
18,1.2,0,-43737,-41930,-85667,-19160
18,1.5,0,-14947,-18019,-32966,9630
18,1.3,0,-33137,-33950,-67087,-8560
18,1.4,0,-23047,-25156,-48203,1530
18,1.7,0,-11037,-4811,-15848,13540
18,1.9,0,-4281,-5416,-9697,20296
18,1.8,0,-5815,-4180,-9995,18762
18,1.6,0,-12886,-12444,-25330,11691
18,2.1,0,-3345,-1335,-4680,21232
18,2.0,0,-3192,-6217,-9409,21385
18,2.4,0,185,4541,4726,24762
18,2.3,0,2703,3846,6549,27280
18,2.2,0,3422,1997,5419,27999
18,2.6,0,491,3652,4143,25068
18,2.5,0,185,3250,3435,24762
18,2.8,0,0,0,0,24577
18,3.0,0,0,0,0,24577
18,2.9,0,0,0,0,24577
18,2.7,0,491,3652,4143,25068
19,1.0,0,-68321,-62202,-130523,-43744
19,1.2,0,-45043,-41855,-86898,-20466
19,1.1,0,-55594,-52518,-108112,-31017
19,1.5,0,-16826,-20171,-36997,7751
19,1.4,0,-25204,-26454,-51658,-627
19,1.3,0,-33453,-35881,-69334,-8876
19,1.6,0,-13984,-13474,-27458,10593
19,1.8,0,-6519,-3686,-10205,18058
19,1.7,0,-12100,-7414,-19514,12477
19,2.1,0,-3032,-660,-3692,21545
19,1.9,0,-2635,-7385,-10020,21942
19,2.0,0,-1365,-3927,-5292,23212
19,2.2,0,-5522,-650,-6172,19055
19,2.3,0,1195,3675,4870,25772
19,2.4,0,-755,5832,5077,23822
19,2.5,0,361,3592,3953,24938
19,2.7,0,491,3790,4281,25068
19,2.6,0,392,3388,3780,24969
19,2.8,0,491,3790,4281,25068
19,2.9,0,0,0,0,24577
19,3.0,0,0,0,0,24577
20,1.1,0,-56611,-49153,-105764,-32034
20,1.0,0,-66442,-58758,-125200,-41865
20,1.2,0,-47353,-41548,-88901,-22776
20,1.4,0,-26930,-27223,-54153,-2353
20,1.3,0,-34607,-36042,-70649,-10030
20,1.5,0,-18294,-18153,-36447,6283
20,1.7,0,-9798,-7714,-17512,14779
20,1.6,0,-14555,-15302,-29857,10022
20,1.8,0,-8413,-5043,-13456,16164
20,1.9,0,-5969,-4805,-10774,18608
20,2.0,0,-1683,-2865,-4548,22894
20,2.1,0,-2762,57,-2705,21815
20,2.3,0,3217,5208,8425,27794
20,2.4,0,-976,4701,3725,23601
20,2.2,0,-2668,1348,-1320,21909
20,2.6,0,7,3526,3533,24584
20,2.5,0,28,4928,4956,24605
20,2.7,0,207,3928,4135,24784
20,2.8,0,207,3928,4135,24784
20,2.9,0,207,3928,4135,24784
20,3.0,0,0,0,0,24577
21,1.1,0,-54584,-48960,-103544,-30007
21,1.2,0,-45758,-41508,-87266,-21181
21,1.0,0,-67716,-58934,-126650,-43139
21,1.5,0,-20364,-17783,-38147,4213
21,1.4,0,-27850,-25962,-53812,-3273
21,1.3,0,-35053,-33845,-68898,-10476
21,1.6,0,-13624,-14190,-27814,10953
21,1.8,0,-8299,-5131,-13430,16278
21,1.7,0,-10283,-7332,-17615,14294
21,1.9,0,-6219,-2758,-8977,18358
21,2.0,0,-1788,-3334,-5122,22789
21,2.1,0,-2725,-1968,-4693,21852
21,2.2,0,-2894,1180,-1714,21683
21,2.4,0,1276,1812,3088,25853
21,2.3,0,-1087,-466,-1553,23490
21,2.5,0,-1343,4868,3525,23234
21,2.6,0,-2,2783,2781,24575
21,2.8,0,207,4066,4273,24784
21,2.7,0,342,3664,4006,24919
21,3.0,0,207,0,207,24784
21,2.9,0,207,4066,4273,24784
22,1.0,0,-66046,-55921,-121967,-41469
22,1.1,0,-55745,-49924,-105669,-31168
22,1.2,0,-44941,-39968,-84909,-20364
22,1.3,0,-35560,-33590,-69150,-10983
22,1.4,0,-26331,-22745,-49076,-1754
22,1.5,0,-22034,-16699,-38733,2543
22,1.6,0,-16411,-14387,-30798,8166
22,1.7,0,-10760,-8747,-19507,13817
22,1.9,0,-10552,-2006,-12558,14025
22,1.8,0,-6988,-6061,-13049,17589
22,2.0,0,-4608,-2090,-6698,19969
22,2.1,0,-3979,-2367,-6346,20598
22,2.2,0,2346,-732,1614,26923
22,2.3,0,1728,-1564,164,26305
22,2.4,0,2969,1691,4660,27546
22,2.5,0,1332,4020,5352,25909
22,2.6,0,-2,4777,4775,24575
22,2.7,0,-23,3802,3779,24554
22,2.9,0,207,4204,4411,24784
22,2.8,0,207,3802,4009,24784
22,3.0,0,207,4204,4411,24784
23,1.0,0,-65772,-58123,-123895,-41195
23,1.2,0,-42981,-43770,-86751,-18404
23,1.1,0,-52814,-49964,-102778,-28237
23,1.4,0,-24845,-27059,-51904,-268
23,1.3,0,-35929,-34595,-70524,-11352
23,1.5,0,-21527,-21065,-42592,3050
23,1.6,0,-15917,-13095,-29012,8660
23,1.7,0,-12676,-12610,-25286,11901
23,1.8,0,-10697,-7306,-18003,13880
23,1.9,0,-10650,-3517,-14167,13927
23,2.0,0,-6075,-5722,-11797,18502
23,2.1,0,-5205,-4598,-9803,19372
23,2.2,0,-3128,-1614,-4742,21449
23,2.5,0,-1765,3644,1879,22812
23,2.3,0,-2973,-1401,-4374,21604
23,2.4,0,-1630,1592,-38,22947
23,2.6,0,-1343,4719,3376,23234
23,2.7,0,-23,2265,2242,24554
23,2.8,0,342,3802,4144,24919
23,2.9,0,207,4204,4411,24784
23,3.0,0,207,4204,4411,24784
24,1.2,0,-42711,-43467,-86178,-18134
24,1.0,0,-65757,-59428,-125185,-41180
24,1.1,0,-55158,-50494,-105652,-30581
24,1.3,0,-35498,-35037,-70535,-10921
24,1.7,0,-12686,-10062,-22748,11891
24,1.4,0,-24365,-26939,-51304,212
24,1.6,0,-15157,-16779,-31936,9420
24,1.5,0,-19147,-21664,-40811,5430
24,1.8,0,-10426,-8356,-18782,14151
24,1.9,0,-10649,-1501,-12150,13928
24,2.0,0,-5424,-8085,-13509,19153
24,2.1,0,-6368,-5738,-12106,18209
24,2.3,0,-1061,-3027,-4088,23516
24,2.4,0,-1771,88,-1683,22806
24,2.2,0,-4435,-2316,-6751,20142
24,2.5,0,-1269,-306,-1575,23308
24,2.9,0,207,3802,4009,24784
24,2.6,0,-1343,2465,1122,23234
24,2.7,0,-23,2796,2773,24554
24,2.8,0,-23,3802,3779,24554
24,3.0,0,207,4204,4411,24784
25,1.0,0,-66716,-58304,-125020,-42139
25,1.2,0,-40630,-44222,-84852,-16053
25,1.1,0,-54434,-50971,-105405,-29857
25,1.3,0,-35734,-35449,-71183,-11157
25,1.5,0,-20317,-20888,-41205,4260
25,1.4,0,-25979,-27000,-52979,-1402
25,1.6,0,-16888,-13670,-30558,7689
25,1.9,0,-9317,-3431,-12748,15260
25,1.7,0,-13849,-13260,-27109,10728
25,1.8,0,-11825,-8353,-20178,12752
25,2.0,0,-6612,-8502,-15114,17965
25,2.1,0,-5480,-5560,-11040,19097
25,2.2,0,-6335,-2210,-8545,18242
25,2.3,0,-4887,-2260,-7147,19690
25,2.4,0,-4203,-179,-4382,20374
25,2.5,0,-1890,-1470,-3360,22687
25,2.6,0,2738,1052,3790,27315
25,2.7,0,-867,2742,1875,23710
25,2.8,0,-867,3612,2745,23710
25,2.9,0,207,3802,4009,24784
25,3.0,0,207,3802,4009,24784
26,1.0,0,-65827,-59982,-125809,-41250
26,1.1,0,-55252,-50885,-106137,-30675
26,1.2,0,-41368,-44498,-85866,-16791
26,1.3,0,-35813,-34787,-70600,-11236
26,1.4,0,-26310,-26910,-53220,-1733
26,1.5,0,-21451,-22812,-44263,3126
26,1.6,0,-17666,-16119,-33785,6911
26,1.7,0,-13122,-13994,-27116,11455
26,1.8,0,-10846,-7916,-18762,13731
26,1.9,0,-9918,-4227,-14145,14659
26,2.0,0,-7414,-4427,-11841,17163
26,2.1,0,-6426,-5397,-11823,18151
26,2.2,0,-6956,-4109,-11065,17621
26,2.3,0,-6455,-2534,-8989,18122
26,2.4,0,-3517,-2510,-6027,21060
26,2.5,0,-1950,-1231,-3181,22627
26,2.6,0,-976,886,-90,23601
26,2.7,0,-2132,2134,2,22445
26,2.9,0,207,3802,4009,24784
26,2.8,0,-867,3477,2610,23710
26,3.0,0,207,3802,4009,24784
27,1.1,0,-54505,-50098,-104603,-29928
27,1.0,0,-65355,-59812,-125167,-40778
27,1.3,0,-35568,-35524,-71092,-10991
27,1.2,0,-42528,-44430,-86958,-17951
27,1.4,0,-27850,-27699,-55549,-3273
27,1.5,0,-22489,-22806,-45295,2088
27,1.6,0,-19400,-16540,-35940,5177
27,1.8,0,-13993,-5118,-19111,10584
27,1.9,0,-7395,-2487,-9882,17182
27,1.7,0,-13711,-13482,-27193,10866
27,2.1,0,-6908,-3516,-10424,17669
27,2.0,0,-5909,-3758,-9667,18668
27,2.3,0,-5406,-3145,-8551,19171
27,2.2,0,-4409,-3217,-7626,20168
27,2.5,0,347,-1807,-1460,24924
